0.2369784365	0.5131956897
0.2379807928	0.5121672492
0.2389819466	0.5111422021
0.2399841512	0.5101182274
0.2409854406	0.5090973206
0.2419877723	0.5080774732
0.242989082	0.5070607725
0.2439914253	0.5060451181
0.2449932324	0.5050320895
0.2459960658	0.5040200954
0.2469978573	0.5030112101
0.2480006667	0.5020033467
0.2490023296	0.5009986678
0.2500037119	0.4999962881
0.251006099	0.4989949112
0.2520081964	0.4979958203
0.2530090762	0.4969999242
0.2540106605	0.4960052971
0.2550132341	0.4950116496
0.2560153554	0.4940204002
0.257016955	0.4930316035
0.2580190482	0.4920442458
0.259021147	0.4910587981
0.2600222448	0.4900762363
0.2610243081	0.4890946192
0.2620263758	0.4881148803
0.2630278416	0.4871375997
0.2640302625	0.4861612486
0.2650327522	0.4851866822
0.2660342736	0.4842148959
0.2670367394	0.4832440234
0.2680384765	0.4822756752
0.2690402992	0.4813090524
0.2700420822	0.4803442657
0.271044796	0.479380373
0.2720467529	0.4784189872
0.2730496341	0.4774584857
0.2740510135	0.476501181
0.275052452	0.4755455673
0.2760548037	0.4745908226
