0.7977208339	0.1068478103
0.7987219291	0.106287558
0.7997228517	0.105727753
0.8007240878	0.1051681232
0.8017250764	0.1046089813
0.8027261482	0.1040501419
0.803727157	0.103491686
0.8047284777	0.102933404
0.805729474	0.1023756498
0.8067307814	0.1018180689
0.8077319714	0.1012608992
0.8087331365	0.1007040885
0.8097339845	0.1001477985
0.810735142	0.0995916804
0.8117364375	0.099035829
0.812737524	0.0984804361
0.8137385638	0.0979254112
0.8147399117	0.0973705568
0.815740892	0.0968162468
0.8167421797	0.0962621068
0.8177431682	0.0957084717
0.8187444633	0.0951550059
0.8197455532	0.0946019919
0.8207469489	0.0940491466
0.8217481147	0.0934967652
0.8227495857	0.092944552
0.8237510513	0.0923926778
0.8247522421	0.0918412903
0.8257537368	0.09129007
0.8267544619	0.0907396072
0.8277552475	0.0901894442
0.8287562618	0.089639488
0.8297572276	0.0890898905
0.8307584954	0.0885404587
0.8317597138	0.087991385
0.8327606867	0.0874427762
0.8337619605	0.0868943323
0.8347627055	0.0863465069
0.8357636616	0.0857988943
0.8367649176	0.0852514457
