0.4483114119	0.3304393889
0.4493127632	0.3296920385
0.450314673	0.3289451044
0.4513157024	0.3281996558
0.4523164657	0.3274552315
0.4533177831	0.3267112187
0.4543188312	0.3259682269
0.4553201613	0.3252258443
0.456321056	0.3244845997
0.4573225003	0.3237437614
0.4583238268	0.3230038207
0.4593257008	0.322264284
0.4603267214	0.3215261823
0.4613282868	0.3207884816
0.4623293171	0.3200519747
0.4633308899	0.3193158663
0.4643320495	0.3185808562
0.4653337494	0.3178462421
0.4663344235	0.3171131693
0.4673354687	0.3163806112
0.4683365246	0.3156488294
0.4693381161	0.3149174385
0.470339716	0.3141868214
0.4713408502	0.3134573209
0.4723419756	0.3127286012
0.4733436321	0.3120002674
0.4743446608	0.3112731596
0.4753462181	0.3105464351
0.4763472245	0.3098208751
0.4773487573	0.309095696
0.4783501167	0.3083714026
0.4793520007	0.3076474881
0.4803525678	0.3069252798
0.4813533187	0.3062036908
0.4823545902	0.3054824766
0.4833559019	0.3047619819
0.4843571489	0.3040422794
0.4853589138	0.3033229487
0.4863606119	0.3026044079
0.4873615883	0.3018871235
