0.3401567307	0.4167704305
0.3411582977	0.4159124229
0.3421606009	0.4150550446
0.3431622914	0.4141994441
0.3441647139	0.4133444674
0.3451667125	0.4124910958
0.3461677626	0.411639768
0.3471695375	0.4107890552
0.348171736	0.4099392099
0.3491724318	0.4090918584
0.3501738456	0.4082451135
0.3511740724	0.4074005802
0.3521750124	0.4065566477
0.3531759396	0.4057139245
0.354177577	0.4048717979
0.3551786772	0.4040313119
0.356180162	0.4031916874
0.3571823517	0.4023526527
0.3581834097	0.4015157398
0.3591851682	0.4006794112
0.3601857453	0.3998452322
0.3611863629	0.3990121774
0.3621875029	0.3981798417
0.3631893357	0.3973480808
0.3641910201	0.3965175892
0.3651921942	0.3956886612
0.3661940554	0.3948603009
0.3671954009	0.3940334985
0.3681962477	0.3932082337
0.3691974477	0.392383799
0.3701989322	0.3915602476
0.371201095	0.3907372529
0.3722026586	0.3899158594
0.3732040997	0.3890956706
0.3742062136	0.3882760316
0.3752075512	0.3874581229
0.3762095577	0.3866407597
0.3772115816	0.3858244701
0.3782126106	0.3850100728
0.3792143028	0.384196214
