0.9188519685	0.0414323349
0.9198527005	0.0409104836
0.9208537049	0.0403887741
0.9218546764	0.0398673652
0.9228559198	0.0393460978
0.9238569337	0.0388252325
0.9248581429	0.0383045477
0.9258591557	0.0377842468
0.9268604392	0.0372640865
0.9278612824	0.0367444356
0.9288623956	0.0362249248
0.9298637098	0.0357055897
0.9308645785	0.035186765
0.9318657163	0.0346680797
0.9328668805	0.0341496594
0.933868167	0.0336314538
0.9348693061	0.0331136023
0.9358707132	0.0325958894
0.9368716642	0.0320786891
0.9378725827	0.0315617817
0.9388735835	0.0310451076
0.9398748514	0.0305285711
0.9408762012	0.0300122675
0.9418775077	0.0294962609
0.9428785621	0.0289806582
0.9438795318	0.0284653728
0.9448807671	0.027950224
0.945881789	0.0274354577
0.9468830759	0.0269208275
0.9478839859	0.026406663
0.9488851602	0.0258926342
0.9498859806	0.025379058
0.9508870648	0.0248656171
0.9518880089	0.0243525181
0.9528892163	0.023839554
0.9538902006	0.0233269736
0.9548914475	0.0228145276
0.955892319	0.0223025422
0.9568933803	0.0217907278
0.9578947035	0.0212790472
